PaperId,FieldId,Score,Level,NormalizedName
2614297623,43122875,0.6340932,4,facet
2614297623,542102704,0.399659067,1,psychotherapist
2614297623,110151569,0.6141681999999999,5,absorption
2614297623,170760736,0.6247763000000001,5,agreeableness
2614299954,37914503,0.444240451,1,mathematical physics
2614299954,121332964,0.430205733,0,physics
2614299954,154954056,0.409569174,2,transverse plane
2614299954,115260700,0.4623310000000001,2,magnetic field
2614299954,3079626,0.436376423,1,quantum electrodynamics
2614299954,2292967,0.4584942,3,quark gluon plasma
2614299954,31532427,0.453963816,3,magnetohydrodynamics
2614299954,200114574,0.4778708820000001,3,vorticity
2614299954,52220454,0.5547335999999999,2,perfect fluid
2614299954,179407788,0.464353621,4,magnetic reynolds number
2614299954,103716073,0.4278791,2,polarization
2786647488,2780221984,0.506600142,2,body mass index
2786647488,154751237,0.424436837,3,parity
2786647488,2988731192,0.519589961,2,blood sampling
2786647488,66400584,0.4133912,5,fibroblast growth factor receptor 4
2786647488,2779224579,0.593771,4,cholestasis of pregnancy
2786647488,2778376644,0.551508963,3,gestational age
2786647488,2780942790,0.438064367,2,pathogenesis
2786647488,89673097,0.408241957,3,cholesterol 7 alpha hydroxylase
2786647488,71924100,0.395645738,0,medicine
2786647488,42407357,0.444666028,1,physiology
2787243895,2779297142,0.409946144,2,educational attainment
2787243895,2778348673,0.4669465,2,production
2787243895,204983608,0.5460581,2,productivity
2787243895,91602232,0.423442453,2,volatility
2787243895,189326681,0.4273472,2,poverty
2787243895,37621935,0.460644722,1,agricultural science
2787243895,118518473,0.4872024,2,agriculture
2787243895,2779341709,0.475653619,3,stochastic frontier analysis
2787243895,144133560,0.3890937,0,business
2787243895,84265765,0.447288722,2,subsidy
2765988290,148220186,0.4851935000000001,2,outcome
2765988290,66887028,0.526999533,2,marginal cost
2765988290,549774020,0.41339013,1,welfare economics
2765988290,22171661,0.4720425,2,stochastic game
2765988290,162324750,0.417518169,0,economics
2765988290,175444787,0.450747967,1,microeconomics
2765988290,190669063,0.5241922999999999,2,discrete choice
2794933412,2779628518,0.6217558000000001,3,numerical semigroup
2794933412,33923547,0.393489033,0,mathematics
2794933412,144618667,0.5179457000000001,2,type
2794933412,177264268,0.432177544,2,set
2794933412,114614502,0.452661842,1,combinatorics
2794933412,130498168,0.566501,2,arithmetic progression
2800167010,2779224077,0.5203755,3,acquired brain injury
2800167010,138496976,0.447353363,1,developmental psychology
2800167010,190248442,0.446231633,2,qualitative research
2800167010,199033989,0.438697964,2,narrative
2800167010,15744967,0.4300319,0,psychology
2800167010,115081989,0.497095674,2,sense of place
2800167010,2778818304,0.45006147,2,rehabilitation
2800167010,2779198410,0.4575347,3,personality changes
2800167010,41831101,0.476003349,2,personal experience
2800167010,74196892,0.4776347,3,thematic analysis
2800226590,170509826,0.461139381,2,resource
2800226590,148220186,0.418006569,2,outcome
2800226590,523925430,0.407808036,3,lithium
2800226590,65117487,0.438053071,2,intervention
2800226590,137996800,0.463637561,2,technological change
2800226590,2776535242,0.4375779,2,value
2800226590,175605778,0.443537861,1,natural resource economics
2800226590,51355593,0.4888209,2,price elasticity of demand
2800226590,144133560,0.414897978,0,business
2800226590,84265765,0.491569936,2,subsidy
2766985820,27502469,0.4528494000000001,2,dysfunctional family
2766985820,185654502,0.5729098000000001,2,organisation climate
2766985820,125553218,0.497145444,2,ethical egoism
2766985820,170879859,0.456277817,2,construct
2766985820,2778999930,0.476288617,2,level of analysis
2766985820,2778289562,0.458038777,2,response rate
2766985820,95121780,0.5147707460000001,3,scientific misconduct
2766985820,2718322,0.504085839,2,job satisfaction
2766985820,509550671,0.45884636,1,medical education
2766985820,71924100,0.3391953,0,medicine
2766985820,19417346,0.4498939220000001,1,pedagogy
2795645598,33923547,0.418480426,0,mathematics
2795645598,110029354,0.493077546,3,beta function
2795645598,50757856,0.50856936,2,special functions
2795645598,202444582,0.4452669,1,pure mathematics
2795645598,2780349523,0.426559061,2,relation
2795645598,2779511057,0.5651036,2,identity
2795645598,154485487,0.6322717,2,bell polynomials
2795645598,183763347,0.482354522,2,factorial
2801021333,193139828,0.450555265,2,received view of theories
2801021333,136815107,0.407318354,2,nothing
2801021333,2776211767,0.4491865,2,doctrine
2801021333,32437296,0.442528456,3,life chances
2801021333,204017024,0.406407267,2,optimism
2801021333,65117487,0.44183147,2,intervention
2801021333,108827166,0.453862876,1,internet privacy
2801021333,141972696,0.5819619,4,privacy law
2801021333,90509273,0.4603194000000001,2,robot
2801021333,41008148,0.421046823,0,computer science
2777343079,72279823,0.46103096,2,impulse response
2777343079,524878704,0.572651,2,fiscal policy
2777343079,162324750,0.443045765,0,economics
2777343079,556758197,0.467985451,1,monetary economics
2777343079,45555294,0.493518144,2,inequality
2777343079,2781426361,0.494335234,2,earnings
2777343079,1374810,0.491757154,2,consumption
2777343079,126285488,0.5340220999999999,2,monetary policy
2777343079,151406439,0.4525284470000001,2,time series
2793131601,73181058,0.520968735,2,schizophrenia
2793131601,118552586,0.411157429,1,psychiatry
2793131601,2780320433,0.469276547,3,weight gain
2793131601,187212893,0.415744245,1,pediatrics
2793131601,2780586474,0.460585922,3,overweight
2793131601,2780494398,0.532544255,3,antipsychotic
2793131601,95190672,0.450930268,2,meta analysis
2793131601,2777683783,0.55581367,3,topiramate
2793131601,71924100,0.408736438,0,medicine
2793131601,511355011,0.421809256,2,obesity
2796589323,162324750,0.408235729,0,economics
2796589323,189326681,0.5752602,2,poverty
2796589323,47768531,0.4534199,1,development economics
2796589323,166052673,0.435398161,2,empirical evidence
2796589323,2777303404,0.508265555,2,convergence
2796589323,83864248,0.4708691,2,developing country
2811031023,2780840165,0.549383342,2,order
2811031023,2777185003,0.4362438320000001,2,open problem
2811031023,39947850,0.422654331,3,geometric distribution
2811031023,114614502,0.439647436,1,combinatorics
2811031023,33923547,0.3888127,0,mathematics
2807456169,142724271,0.436718285,1,pathology
2807456169,2779814568,0.4154809,3,laminin
2807456169,96232424,0.460326254,3,cancer cell
2807456169,526805850,0.478825152,3,colorectal cancer
2807456169,2777546739,0.504414,2,carcinoma
2807456169,2775934546,0.469250828,2,biopsy
2807456169,2779012181,0.477449477,3,cytokeratin
2807456169,52124034,0.456930459,3,stroma
2807456169,2779188454,0.6251081,5,tumor budding
2807456169,71924100,0.345405936,0,medicine
2807721218,2910571964,0.457307875,5,dysfunctional elimination syndrome
2807721218,126322002,0.463420659,1,internal medicine
2807721218,2910237804,0.540988147,4,bowel care
2807721218,195910791,0.469208777,2,medical record
2807721218,77411442,0.476182729,2,urinary system
2807721218,71924100,0.442683965,0,medicine
2807721218,205545832,0.463125378,2,young adult
2807721218,2779134260,0.4419537,2,disease
2807721218,2779089422,0.468445,3,hirschsprung s disease
2807721218,2776258884,0.450621635,2,enterocolitis
2807979056,100906024,0.5199465999999999,2,poisson distribution
2807979056,140331021,0.54219687,2,logit
2807979056,6422946,0.544069648,2,panel data
2807979056,70339092,0.52932775,2,ordered probit
2807979056,184314375,0.5240229000000001,2,probit
2807979056,10879293,0.5544534000000001,2,factor analysis
2807979056,41008148,0.397123843,0,computer science
2807979056,44970651,0.5131334,3,fixed effects model
2807979056,51167844,0.5673054,2,latent variable
2807979056,149782125,0.455689937,1,econometrics
2812039334,545542383,0.447965562,1,medical emergency
2812039334,2780724011,0.5365983,2,emergency department
2812039334,2910464471,0.686568856,3,ambulance diversion
2812039334,2780665704,0.423002243,2,intervention
2812039334,26713055,0.4149418,2,implementation
2812039334,160735492,0.469259381,2,health care
2812039334,27415008,0.457997769,2,psychological intervention
2812039334,137992405,0.45846,3,health administration
2812039334,145642194,0.4547318,3,health informatics
2812039334,41008148,0.371277869,0,computer science
2804328334,552854447,0.4829313,2,sustainable development
2804328334,186191158,0.470097154,2,vulnerability
2804328334,132651083,0.590578437,2,climate change
2804328334,39432304,0.3989062,0,environmental science
2804328334,168754636,0.577690065,3,climate model
2804328334,175605778,0.4496979999999999,1,natural resource economics
2804328334,66204764,0.5186365,2,sustainability
2804328334,4792198,0.4905806,2,land use
2804328334,118518473,0.473217547,2,agriculture
2804328334,37923429,0.469518751,3,intensive farming
2804600776,17744445,0.434667677,0,political science
2804600776,26760741,0.4229129,2,perception
2804600776,542059537,0.498727262,4,domestic violence
2804600776,94625758,0.4577964,2,politics
2804600776,555826173,0.467123628,3,democracy
2804600776,527412718,0.4150326,2,interpretation
2804600776,20555606,0.5341953,2,empowerment
2804600776,4249254,0.466038436,1,demographic economics
2804600776,25032326,0.479990035,2,socialization
2809278917,169768988,0.4142737,2,boundary
2809278917,2776818064,0.401940227,2,agreement
2809278917,527412718,0.453182578,2,interpretation
2809278917,95457728,0.4063686,0,history
2809278917,111472728,0.428793132,1,epistemology
2809278917,2777611551,0.5055149999999999,2,jargon
2809278917,2780049985,0.482750684,2,context
2809278917,2777601683,0.477815926,2,vocabulary
2809278917,2776050585,0.4390093,2,scrutiny
2809278917,67597806,0.43218708,2,layperson
2809492257,100834320,0.6523319479999999,2,glacier
2809492257,15739521,0.6065741,2,glacial period
2809492257,127313418,0.413802832,0,geology
2809492257,100970517,0.42820546,1,physical geography
2809492257,518008717,0.565722346,2,arctic
2809492257,123750103,0.7450134,2,ice sheet
2809492257,15098985,0.6204185489999999,2,permafrost
2809492257,180705331,0.6401203000000001,3,deglaciation
2809492257,204539172,0.6796034000000001,2,lead
2809492257,53570757,0.520061,2,pleistocene
2810599910,129047720,0.5350644,2,rural area
2810599910,2778149918,0.578660548,3,population health
2810599910,2908647359,0.5452711579999999,2,population
2810599910,118552586,0.449566245,1,psychiatry
2810599910,155164915,0.5651454,3,health psychology
2810599910,138816342,0.5916515999999999,2,public health
2810599910,15744967,0.403085649,0,psychology
2810599910,2778139618,0.569547534,2,workforce
2810599910,2776534028,0.5299914000000001,3,medicaid
2810599910,2776674806,0.5167801,3,mental illness
2902926083,33923547,0.404289961,0,mathematics
2902926083,185429906,0.525963545,2,estimator
2902926083,2779915747,0.6055865,3,inverse probability weighting
2902926083,24574437,0.5345744,3,parametric model
2902926083,158600405,0.5460802,2,causal inference
2902926083,9357733,0.5463409,2,missing data
2902926083,105795698,0.4423621,1,statistics
2902926083,174287018,0.518381238,2,single index model
2902926083,72169020,0.5046045,2,monotonic function
2902926083,183115368,0.5454364420000001,2,weighting
2911189979,148762608,0.485838383,2,hippocampal formation
2911189979,98274493,0.42836532,1,pharmacology
2911189979,160268369,0.547246039,4,ampa receptor
2911189979,2778790584,0.5499653,4,brain derived neurotrophic factor
2911189979,67018056,0.5027958,3,nmda receptor
2911189979,2781001258,0.519196868,5,tail suspension test
2911189979,86803240,0.3246047,0,biology
2911189979,2781161787,0.5000398,2,hippocampus
2911189979,136569192,0.490427822,4,behavioural despair test
2911189979,86554907,0.502385259,3,pi3k akt mtor pathway
2906713500,15744967,0.434690475,0,psychology
2906713500,77805123,0.442753136,1,social psychology
2906713500,10347200,0.5673574,2,hindsight bias
2906713500,2779549880,0.517863,3,psycinfo
2906713500,204434341,0.491752416,2,adjudication
2906713500,2781381119,0.6233633000000001,2,curse of knowledge
2906713500,2776071657,0.49357444,3,jury trial
2911328702,144133560,0.42261982,0,business
2911328702,91602232,0.5096725000000001,2,volatility
2911328702,83009810,0.411483437,2,legislature
2911328702,83227832,0.5640639000000001,3,carbon offset
2911328702,15952604,0.424098223,2,project management
2911328702,175605778,0.449039251,1,natural resource economics
2911328702,2778174566,0.542048156,2,loss aversion
2911336472,86803240,0.394522458,0,biology
2911336472,54355233,0.44296962,1,genetics
2911336472,552990157,0.5156213,2,dna
2911336472,192396546,0.5151518,4,dna glycosylase
2911336472,134935766,0.585277736,3,dna repair
2911336472,141231307,0.519405,3,genome
2911336472,104317684,0.5470702,2,gene
2911336472,29537977,0.510811,3,cell cycle
2911336472,2909417668,0.5888785,5,pyrimidine dimer repair
2911336472,174600577,0.5240168,4,genome evolution
2903157171,26405456,0.506351531,2,cosmology
2903157171,68173885,0.5246267,2,realization
2903157171,121332964,0.419546664,0,physics
2903157171,33332235,0.4756560620000001,1,theoretical physics
2903157171,58801389,0.5941562,4,loop quantum gravity
2903157171,43303222,0.611353636,5,group field theory
2903157171,202299901,0.669938564,5,loop quantum cosmology
2903157171,2779682053,0.4936135999999999,2,harmonic
2903157171,189780776,0.5185291,2,field
2903157171,93063749,0.5137402,2,group
2903178736,2778537969,0.425385743,4,abcc8
2903178736,90924648,0.425525784,1,gastroenterology
2903178736,188816634,0.511348963,2,prospective cohort study
2903178736,2781017439,0.5398503000000001,2,traumatic brain injury
2903178736,153209595,0.4325667620000001,4,single nucleotide polymorphism
2903178736,2779493303,0.5013438,2,cerebral edema
2903178736,71924100,0.408650339,0,medicine
2911494843,75217442,0.48434937,3,protein kinase b
2911494843,166342909,0.558172345,3,allosteric regulation
2911494843,12554922,0.42908296,1,biophysics
2911494843,184235292,0.521369338,2,kinase
2911494843,11960822,0.51149404,2,phosphorylation
2911494843,107824862,0.501404643,2,binding site
2911494843,32619005,0.504329264,4,protein kinase domain
2911494843,86554907,0.483603179,3,pi3k akt mtor pathway
2911494843,2777339483,0.483104348,2,conformational change
2911494843,185592680,0.382522136,0,chemistry
2911565233,160937034,0.458745569,2,trace fossil
2911565233,204852536,0.4956086,2,prehistory
2911565233,2779335578,0.5396014,3,cave bear
2911565233,166957645,0.4305350000000001,1,archaeology
2911565233,85735339,0.5107684,2,stone age
2911565233,171878925,0.573086739,2,cave
2911565233,95457728,0.399844229,0,history
2895840768,100660578,0.5656286,2,recall
2895840768,7149132,0.58490634,2,forgetting
2895840768,79714647,0.4986296,2,association
2895840768,83195618,0.490795583,2,cued speech
2895840768,15744967,0.3633477000000001,0,psychology
2895840768,28490314,0.41043368,1,speech recognition
2895840768,30038468,0.495954543,2,memorization
2895840768,64729616,0.461176246,2,object
2895840768,107513589,0.46526286,2,nap
2895840768,48455012,0.5257854000000001,3,memory consolidation
2911635441,161584116,0.465525657,2,multivariate statistics
2911635441,2779676228,0.6003299360000001,3,vine copula
2911635441,45942800,0.5336143,2,ensemble learning
2911635441,41008148,0.399283439,0,computer science
2911635441,46686674,0.5310148,2,boosting
2911635441,119857082,0.427447766,1,machine learning
2890813689,207267971,0.4094405,2,emerging technologies
2890813689,165801399,0.448143274,2,voltage
2890813689,15703209,0.5430688,3,overvoltage
2890813689,423512,0.498467028,3,electricity generation
2890813689,200601418,0.421684146,1,reliability engineering
2890813689,196226539,0.599626243,3,voltage regulation
2890813689,3020028006,0.4945609,2,electronic mail
2890813689,108755667,0.558616161,3,ac power
2890813689,544738498,0.5353313679999999,3,distributed generation
2890813689,41008148,0.375633538,0,computer science
2907312067,2778002958,0.5521399379999999,3,layered double hydroxides
2907312067,2779820397,0.460987,2,drug delivery
2907312067,2775896084,0.461686164,2,hydroxide
2907312067,137824038,0.496608,2,intercalation
2907312067,28737856,0.4570064,2,coprecipitation
2907312067,22016385,0.446018428,3,anodizing
2907312067,506065880,0.4759491,2,titanium
2907312067,160892712,0.469134182,2,fourier transform infrared spectroscopy
2907312067,13965031,0.43473053,1,nuclear chemistry
2907312067,192562407,0.408282369,0,materials science
2887220719,91066513,0.443227053,3,phylum
2887220719,2778589620,0.5345108510000001,3,methanogenesis
2887220719,550995028,0.4974543,3,archaea
2887220719,78458016,0.3700704,1,evolutionary biology
2887220719,2780147307,0.4033519,4,candidatus
2887220719,2778660952,0.499371916,4,euryarchaeota
2887220719,2778402487,0.4910799,5,desulfurococcales
2887220719,199873434,0.420007348,3,carbon fixation
2887220719,185592680,0.349935979,0,chemistry
2887220719,27911776,0.424931139,3,thermophile
2915261477,12554922,0.42908296,1,biophysics
2915261477,107824862,0.501404643,2,binding site
2915261477,86554907,0.483603179,3,pi3k akt mtor pathway
2915261477,166342909,0.558172345,3,allosteric regulation
2915261477,2777339483,0.483104348,2,conformational change
2915261477,11960822,0.51149404,2,phosphorylation
2915261477,32619005,0.504329264,4,protein kinase domain
2915261477,75217442,0.48434937,3,protein kinase b
2915261477,185592680,0.382522136,0,chemistry
2915261477,184235292,0.521369338,2,kinase
2887272467,2781412104,0.5164547,3,tooth impaction
2887272467,29694066,0.421817482,1,orthodontics
2887272467,2780950006,0.5080209370000001,2,maxillary canine
2887272467,2777366695,0.432261527,2,ankylosis
2887272467,146562846,0.44202897,2,resorption
2887272467,71924100,0.35539096600000003,0,medicine
2911734448,12108790,0.5175711,4,convex analysis
2911734448,54281923,0.47430107,2,displacement
2911734448,45962547,0.506304,2,fixed point theorem
2911734448,62799726,0.492693633,2,hilbert space
2911734448,179909247,0.497674644,3,contact mechanics
2911734448,161999928,0.516997635,2,variational inequality
2911734448,2777021972,0.5099925999999999,2,uniqueness
2911734448,33923547,0.3921046,0,mathematics
2911734448,76969082,0.4655552,2,mathematical model
2911734448,134306372,0.465834379,1,mathematical analysis
2903587459,57273362,0.4720311,2,decoding methods
2903587459,47696715,0.5014443000000001,2,code division multiple access
2903587459,163517525,0.472637653,2,interference
2903587459,2778156585,0.5140646,3,relay
2903587459,41008148,0.4064157,0,computer science
2903587459,24326235,0.444129884,1,electronic engineering
2903587459,186370098,0.457685679,2,energy
2903587459,156996364,0.474231571,2,channel
2903587459,2781411149,0.399582148,2,implant
2903587459,153710370,0.477620244,3,transmission time
2903587459,54197355,0.5711088000000001,2,beamforming
2903600625,2778870898,0.44033435,2,spins
2903600625,182155053,0.487355322,2,pulse sequence
2903600625,83581075,0.433203816,2,excitation
2903600625,30475298,0.438393116,1,computational physics
2903600625,76969082,0.463019282,2,mathematical model
2903600625,163752227,0.4507788720000001,3,radiant intensity
2903600625,156229978,0.5176769,4,ernst angle
2903600625,121332964,0.393599838,0,physics
2903600625,103716073,0.4738947,2,polarization
2911797191,8010536,0.393278778,1,crystallography
2911797191,16889073,0.417061418,2,magnetic susceptibility
2911797191,54101563,0.3973473,2,superconductivity
2911797191,170751736,0.401362926,3,tetragonal crystal system
2911797191,192562407,0.358339,0,materials science
2887367853,75630572,0.4367594,1,applied psychology
2887367853,110875604,0.443657935,2,the internet
2887367853,526869908,0.5617013000000001,3,suicide prevention
2887367853,15744967,0.420388758,0,psychology
2911818666,26771246,0.448924333,2,scanning electron microscope
2911818666,160892712,0.4725016,2,fourier transform infrared spectroscopy
2911818666,60100273,0.482897818,2,thermogravimetric analysis
2911818666,2778636629,0.4737268,3,biopolymer
2911818666,163588942,0.5242242,2,controlled release
2911818666,155574463,0.453247339,2,solubility
2911818666,2777135253,0.5573549,2,halloysite
2911818666,2778024649,0.4552661,2,silane
2911818666,42360764,0.434387028,1,chemical engineering
2911818666,192562407,0.3923024000000001,0,materials science
2896247871,102404424,0.4294980470000001,3,chemical state
2896247871,2775953907,0.35131073,2,surface
2896247871,2780841128,0.35870593799999995,2,characterization
2896247871,192562407,0.40743494,0,materials science
2896247871,87976508,0.473155975,2,microstructure
2896247871,167310744,0.517678738,2,tribology
2896247871,138999460,0.4420497000000001,2,solid solution
2896247871,159985019,0.4326350000000001,1,composite material
2907617928,104232198,0.5183827999999999,2,charge carrier
2907617928,23531484,0.47301802,3,calibration curve
2907617928,145148216,0.502695143,2,ion
2907617928,68801617,0.505758762,3,electrolyte
2907617928,2780358262,0.541906,2,surface charge
2907617928,192562407,0.41953823,0,materials science
2907617928,141795571,0.5805294,2,nanopore
2907617928,10390740,0.565264165,2,analyte
2907617928,2182769,0.5012773,3,ionic bonding
2907617928,159467904,0.442530364,1,chemical physics
2907678901,538625479,0.499031425,2,buoyancy
2907678901,166124518,0.494007766,2,renormalization
2907678901,57879066,0.457138747,1,mechanics
2907678901,177918212,0.495561928,2,perturbation
2907678901,122312997,0.619820535,3,added mass
2907678901,121332964,0.4067446,0,physics
2912048065,172680121,0.4480662,3,fetus
2912048065,131872663,0.4119492,1,obstetrics
2912048065,526584372,0.6039275,2,thyroid
2912048065,2779234561,0.567664742,2,pregnancy
2912048065,71924100,0.409973383,0,medicine
2912048065,140608501,0.457104564,2,review article
2912048065,71315377,0.5287503,2,hormone
2900281040,15708023,0.354185432,1,humanities
2900281040,71924100,0.2552293,0,medicine
2900311561,81439078,0.470132142,4,in situ hybridization
2900311561,95444343,0.429609269,1,cell biology
2900311561,31507581,0.559128463,3,bone morphogenetic protein
2900311561,86803240,0.35364496700000003,0,biology
2900311561,25770073,0.612859964,3,limb bud
2900311561,74373430,0.467363328,3,fibroblast growth factor
2900311561,86370654,0.601004243,3,limb development
2900311561,2776552150,0.47355473,5,digoxigenin
2900311561,202416437,0.473189265,4,antisense rna
2900311561,187882448,0.46058026,3,complementary dna
2912079442,163258240,0.4119953220000001,2,power
2912079442,54956558,0.460471541,3,modulation
2912079442,191463272,0.570246935,2,light beam
2912079442,120665830,0.4542768,1,optics
2912079442,2777403171,0.460496455,2,splitter
2912079442,150493377,0.514506757,2,transmittance
2912079442,2775953907,0.4402021,2,surface
2912079442,75302062,0.5089226370000001,2,photonic crystal
2912079442,192562407,0.410417527,0,materials science
2900359373,11252640,0.6406443,2,monomial
2900359373,90119067,0.5226747389999999,2,polynomial
2900359373,2777789435,0.66195035,4,monomial ideal
2900359373,2779155750,0.6219623679999999,2,ideal
2900359373,114460028,0.478928536,2,order
2900359373,33923547,0.420521945,0,mathematics
2900359373,114614502,0.471982926,1,combinatorics
2900359373,2776760102,0.4886458520000001,3,code
2900359373,162392398,0.521347463,2,finite set
2900359373,24424167,0.526569545,2,bijection
2903984781,2776007630,0.434775442,2,accountability
2903984781,48677424,0.419333369,2,mode
2903984781,145420912,0.434184164,1,mathematics education
2903984781,2780102126,0.5259534,2,online and offline
2903984781,2778521920,0.5131439999999999,2,test
2887827435,2909347662,0.559336245,3,robotic surgical procedures
2887827435,2779609443,0.534196436,3,liver transplantation
2887827435,2911094522,0.7537933000000001,3,biliary tract surgical procedures
2887827435,2775982439,0.5336704000000001,2,biliary tract
2887827435,103203806,0.6339065429999999,2,robotic surgery
2887827435,2776909242,0.526303947,3,hepatectomy
2887827435,141071460,0.449505717,1,surgery
2887827435,2780120127,0.6032731,2,abdominal surgery
2887827435,2908773287,0.81996876,3,biliary tract surgery
2887827435,71924100,0.402516782,0,medicine
2904074600,180754005,0.4809634,3,allele
2904074600,2776174234,0.5810419,3,albuminuria
2904074600,67636389,0.5030272,3,genetic predisposition
2904074600,10590036,0.491458476,5,exome
2904074600,64474127,0.477401048,3,medical genetics
2904074600,2777180221,0.479375035,3,type 2 diabetes
2904074600,106208931,0.5576269629999999,5,genome wide association study
2904074600,71924100,0.374908328,0,medicine
2904074600,54355233,0.425483972,1,genetics
2904074600,157410074,0.5287421999999999,5,minor allele frequency
2904074894,26771246,0.4581761,2,scanning electron microscope
2904074894,2780165375,0.4954189000000001,3,plga
2904074894,48333953,0.468181849,3,chemical decomposition
2904074894,42360764,0.437109,1,chemical engineering
2904074894,150322381,0.45360598,2,degradation
2904074894,185592680,0.425367177,0,chemistry
2904074894,102725377,0.464645237,2,particle
2904074894,2778452849,0.5660496,2,trehalose
2904074894,133571119,0.481418043,2,circular dichroism
2904074894,2778958987,0.469493479,2,extrusion
2896663195,98638677,0.563370764,3,mutation rate
2896663195,2779458171,0.6236691999999999,4,clonal interference
2896663195,143065580,0.4537551,3,mutant
2896663195,146249460,0.444552928,3,fixation
